61510       69.7726
61511       70.0041
61512       69.0932
61513       69.4567
61514       68.9378
61519       69.8191
61520       69.2194
61521       69.6857
61522       68.9158
61523       69.3189
61524       68.883
61525       69.2271
61531       68.6798
61533       69.1549
61534       68.0274
61535       68.7209
61536       69.199
61537       68.9915
61538       69.1364
61540       69.664
61541       68.6511
61545       69.5568
61548       68.8783
61550       69.9138
61551       69.7747
61552       69.4479
61554       69.3012
61555       69.0477
61556       69.7711
61558       69.5083
61559       69.8546
61560       69.8139
61564       69.3775
61565       69.3905
61566       69.3034
61567       69.5804
61568       69.3426
61569       69.5667
61570       69.7766
61572       69.4267
61573       69.2617
61574       69.0865
61576       69.2491
61578       69.9372
61579       69.3889
61580       69.844
61581       68.8469
61582       68.2759
61583       69.4942
61584       69.3607
61585       69.4896
61586       69.777
61587       69.6641
61588       69.8475
61589       69.7126
61590       69.8776
61604       70.0887
61608       70.1779
61609       70.3585
61610       69.3698
61611       68.8183
61612       68.0098
61613       67.927
61614       67.6258
61615       68.2245
61616       68.8273
61617       68.6356
61618       68.6289
61619       67.9494
61620       68.6581
61621       68.8195
61622       68.4887
61623       67.6375
61624       67.6493
61625       67.5877
61626       67.8762
61627       67.861
61629       67.8666
61630       67.8625
61631       67.7628
61632       68.2134
61633       67.9462
61634       68.1937
61635       68.2454
61636       68.1295
61637       67.8772
61638       66.8837
61639       69.0508
61640       67.4297
61641       66.8711
61642       67.7213
61643       68.0803
61645       68.0364
61646       68.0281
61655       68.3066
61656       67.6105
61657       67.8311
61658       67.7286
61659       67.9296
61661       67.9313
61663       67.4947
61664       67.6621
61665       67.7548
61666       67.7469
61667       68.0385
61668       68.2602
61670       67.665
61673       67.5085
61674       67.7831
61675       67.6678
61678       67.8034
61679       67.5415
61680       67.1513
61681       68.1421
61683       68.1967
61685       67.9981
61686       67.7821
61687       67.9178
61688       67.9154
61689       67.4651
61690       67.7039
61691       67.6064
61692       67.5067
61693       67.1492
61694       67.3862
61695       66.7277
61696       67.4907
61697       67.4525
61698       67.4186
61699       67.7844
61700       67.6917
61701       67.5518
61702       67.5426
61703       67.4427
61704       67.2581
61705       67.5798
61707       67.2168
61708       68.0197
61709       68.2034
61710       67.8311
61711       67.5179
61712       66.63
61713       67.2564
61714       66.6133
61715       67.472
61716       67.438
61717       67.352
61718       67.7623
61719       66.886
61720       67.42
61721       65.8213
61722       67.6857
61723       67.3606
61724       66.5433
61725       67.082
61726       67.1509
61727       67.4173
61728       67.275
61729       66.4871
61731       66.9849
61732       66.9647
61733       67.0357
61734       66.802
61735       67.506
61736       67.0144
61737       67.5152
61738       67.2979
61739       67.3922
61740       66.8367
61741       66.8154
61742       66.9711
61743       66.9953
61744       66.7389
61745       67.0213
61746       67.2974
61747       67.2908
61748       67.2673
61749       66.9378
61750       67.329
61751       66.9726
61752       67.7742
61753       67.3017
61754       67.0888
61755       66.9357
61759       66.9992
61760       67.6393
61761       66.8846
61762       67.0825
61763       67.0561
61764       67.1363
61765       67.2968
61766       67.5552
61767       66.9369
61768       66.6477
61769       67.1689
61770       67.236
61771       67.2013
61772       67.0713
61773       67.1653
61774       67.3129
61775       67.0374
61776       67.2352
61778       66.8596
61779       67.0594
61791       67.2464
61792       65.5559
61793       66.7934
61794       67.0402
61795       66.5035
61796       67.226
61797       65.9252
61798       66.7731
61799       66.7055
61800       66.5513
61802       66.464
61803       67.2654
61804       67.2917
61806       67.5972
61807       67.146
61810       67.0967
61811       67.6336
61812       67.1804
61813       67.4242
61816       66.7447
61817       67.3348
61818       66.8878
61819       67.1716
61820       67.1191
61823       67.1155
61824       67.0981
61825       67.1136
61826       66.6384
61829       67.0555
61831       67.2351
61834       67.2308
61835       66.715
61836       67.5525
61837       67.3583
61838       67.0109
61842       67.5563
61843       67.4307
61848       67.0334
61849       67.5979
61850       66.8379
61854       66.7834
61855       67.723
61856       67.2488
61857       67.2101
61858       67.5802
61860       67.3774
61862       67.7694
61863       67.3605
61864       67.5709
61865       67.3943
61866       67.054
61867       67.1833
61869       67.3735
61870       67.2379
61872       67.0516
61873       67.4891
61874       67.5295
61876       66.6402
61877       66.8834
61878       67.6248
61879       67.3217
61880       67.2274
61882       67.3865
61883       66.6621
61884       67.2829
61885       67.567
61886       67.5325
61887       68.1065
61888       67.3296
61889       67.6303
61890       67.2413
61891       67.7065
61893       67.7171
61894       67.7296
61895       67.5857
61904       68.1137
61906       67.5301
61907       67.4692
61908       67.6765
61909       67.4033
61910       67.5382
61914       67.6572
61915       67.3187
61925       66.5874
61926       66.49
61927       66.8082
61929       66.7785
